tweet_id,source_x,rating_numerator,rating_denominator,name,Nickname,retweet_count,favorite_count,p1,p2,p3,created_at,hashtags
667073648344346624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Dave,None,134,425,Chihuahua,pug,Brabancon_griffon,2015-11-18 20:15:26+00:00,None
667090893657276420,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,10,Clybe,None,132,349,Chihuahua,Italian_greyhound,Pomeranian,2015-11-18 21:23:57+00:00,None
667119796878725120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Gabe,None,135,346,Pembroke,Chihuahua,toy_poodle,2015-11-18 23:18:48+00:00,None
667138269671505920,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,2387,4851,West_Highland_white_terrier,Samoyed,toy_poodle,2015-11-19 00:32:12+00:00,None
667152164079423490,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Pipsy,None,18285,49720,toy_poodle,Pomeranian,miniature_poodle,2015-11-19 01:27:25+00:00,None
667160273090932737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Bradlay,None,66,268,golden_retriever,miniature_poodle,standard_poodle,2015-11-19 01:59:39+00:00,None
667165590075940865,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Churlie,None,1241,2819,miniature_pinscher,Rottweiler,beagle,2015-11-19 02:20:46+00:00,None
667171260800061440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Kenneth,None,97,235,giant_schnauzer,Lakeland_terrier,Irish_water_spaniel,2015-11-19 02:43:18+00:00,None
667174963120574464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Clarence,None,88,262,toy_poodle,Chihuahua,bluetick,2015-11-19 02:58:01+00:00,None
667176164155375616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,10,None,None,484,640,soft-coated_wheaten_terrier,Lakeland_terrier,toy_poodle,2015-11-19 03:02:47+00:00,None
667177989038297088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,a,None,58,200,vizsla,Chesapeake_Bay_retriever,Weimaraner,2015-11-19 03:10:02+00:00,None
667182792070062081,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Timison,None,6618,15075,golden_retriever,Irish_setter,Chesapeake_Bay_retriever,2015-11-19 03:29:07+00:00,None
667192066997374976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,115,414,Rottweiler,miniature_pinscher,black-and-tan_coonhound,2015-11-19 04:05:59+00:00,None
667200525029539841,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Joshwa,None,282,658,Siberian_husky,malamute,Eskimo_dog,2015-11-19 04:39:35+00:00,None
667211855547486208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Genevieve,None,258,516,golden_retriever,Labrador_retriever,kuvasz,2015-11-19 05:24:37+00:00,None
667393430834667520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Fwed,None,60,211,papillon,Border_collie,collie,2015-11-19 17:26:08+00:00,None
667405339315146752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,10,Biden,None,234,489,Saint_Bernard,Leonberg,golden_retriever,2015-11-19 18:13:27+00:00,None
667435689202614272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,89,326,Rottweiler,miniature_pinscher,black-and-tan_coonhound,2015-11-19 20:14:03+00:00,None
667453023279554560,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",11,10,Cupcake,None,96,327,Labrador_retriever,French_bulldog,Staffordshire_bullterrier,2015-11-19 21:22:56+00:00,None
667455448082227200,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7,10,Reese,None,66,203,Tibetan_terrier,Irish_terrier,Yorkshire_terrier,2015-11-19 21:32:34+00:00,None
667470559035432960,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",11,10,a,None,102,273,toy_poodle,pug,Lakeland_terrier,2015-11-19 22:32:36+00:00,None
667502640335572993,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",11,10,Hall,None,231,563,Labrador_retriever,golden_retriever,beagle,2015-11-20 00:40:05+00:00,None
667509364010450944,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",12,10,None,None,2272,7148,beagle,Labrador_retriever,golden_retriever,2015-11-20 01:06:48+00:00,None
667517642048163840,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8,10,Dook,None,203,389,Italian_greyhound,standard_poodle,cocker_spaniel,2015-11-20 01:39:42+00:00,None
667530908589760512,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",10,10,Naphaniel,None,264,501,golden_retriever,kuvasz,Labrador_retriever,2015-11-20 02:32:25+00:00,None
667534815156183040,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8,10,Frank,None,576,866,Pembroke,Cardigan,cocker_spaniel,2015-11-20 02:47:56+00:00,None
667538891197542400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9,10,a,None,72,220,Yorkshire_terrier,silky_terrier,Australian_terrier,2015-11-20 03:04:08+00:00,None
667544320556335104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",10,10,Kial,None,568,917,Pomeranian,Pembroke,Chihuahua,2015-11-20 03:25:43+00:00,None
667546741521195010,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9,10,George,None,138,355,toy_poodle,miniature_poodle,,2015-11-20 03:35:20+00:00,None
667728196545200128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",11,10,Olive,None,162,398,kuvasz,golden_retriever,Labrador_retriever,2015-11-20 15:36:22+00:00,None
667773195014021121,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8,10,a,None,61,243,West_Highland_white_terrier,pug,,2015-11-20 18:35:10+00:00,None
667793409583771648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,None,None,358,736,dalmatian,English_setter,Great_Dane,2015-11-20 19:55:30+00:00,None
667801013445750784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,101,346,flat-coated_retriever,Chesapeake_Bay_retriever,curly-coated_retriever,2015-11-20 20:25:43+00:00,None
667806454573760512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Filup,None,535,1111,,Chihuahua,Brabancon_griffon,2015-11-20 20:47:20+00:00,None
667832474953625600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,68,303,miniature_pinscher,,Chihuahua,2015-11-20 22:30:44+00:00,None
667861340749471744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,a,None,86,253,malamute,Siberian_husky,Eskimo_dog,2015-11-21 00:25:26+00:00,None
667878741721415682,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,10,Tedrick,None,127,409,,miniature_pinscher,schipperke,2015-11-21 01:34:35+00:00,None
667885044254572545,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Stu,None,530,868,malamute,golden_retriever,,2015-11-21 01:59:37+00:00,None
667886921285246976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Erik,None,1180,2011,Pomeranian,Pekinese,Chihuahua,2015-11-21 02:07:05+00:00,None
667902449697558528,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Cleopatricia,None,396,905,Norwegian_elkhound,malamute,Eskimo_dog,2015-11-21 03:08:47+00:00,None
667924896115245057,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Jiminy,None,119,318,Labrador_retriever,,Newfoundland,2015-11-21 04:37:59+00:00,None
668113020489474048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6,10,Alfie,None,265,709,Pembroke,Cardigan,collie,2015-11-21 17:05:31+00:00,None
668190681446379520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Skittles,None,210,696,Blenheim_spaniel,cocker_spaniel,Welsh_springer_spaniel,2015-11-21 22:14:07+00:00,None
668204964695683073,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Ron,None,206,586,Labrador_retriever,golden_retriever,Chesapeake_Bay_retriever,2015-11-21 23:10:52+00:00,None
668221241640230912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,215,537,chow,golden_retriever,Labrador_retriever,2015-11-22 00:15:33+00:00,None
668237644992782336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Torque,None,3100,6614,chow,,Pekinese,2015-11-22 01:20:44+00:00,None
668248472370458624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Bisquick,None,523,1056,Chihuahua,miniature_pinscher,toy_terrier,2015-11-22 02:03:45+00:00,None
668268907921326080,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,261,592,Pembroke,Cardigan,basenji,2015-11-22 03:24:58+00:00,None
668274247790391296,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Sophie,None,248,886,soft-coated_wheaten_terrier,Lakeland_terrier,toy_poodle,2015-11-22 03:46:11+00:00,None
668286279830867968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Rusty,None,149,535,golden_retriever,basset,Cardigan,2015-11-22 04:33:59+00:00,None
668480044826800133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,DayZ,None,162,491,,Labrador_retriever,pug,2015-11-22 17:23:57+00:00,None
668484198282485761,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,253,453,standard_poodle,Bedlington_terrier,Afghan_hound,2015-11-22 17:40:27+00:00,None
668496999348633600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Jo,None,146,436,Staffordshire_bullterrier,miniature_pinscher,American_Staffordshire_terrier,2015-11-22 18:31:19+00:00,None
668507509523615744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,a,None,116,345,basenji,Shetland_sheepdog,whippet,2015-11-22 19:13:05+00:00,None
668528771708952576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Gòrdón,None,242,496,Labrador_retriever,kuvasz,English_setter,2015-11-22 20:37:34+00:00,None
668537837512433665,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Spark,None,79,265,Lakeland_terrier,toy_poodle,Chihuahua,2015-11-22 21:13:35+00:00,None
668542336805281792,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,231,497,American_Staffordshire_terrier,French_bulldog,Staffordshire_bullterrier,2015-11-22 21:31:28+00:00,None
668567822092664832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Marvin,None,62,265,Shih-Tzu,Lhasa,Pekinese,2015-11-22 23:12:44+00:00,None
668623201287675904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Jomathan,None,851,1551,Chihuahua,Pomeranian,,2015-11-23 02:52:48+00:00,None
668627278264475648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Timofy,None,123,341,French_bulldog,pug,Boston_bull,2015-11-23 03:09:00+00:00,None
668631377374486528,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,10,Zeek,None,349,763,miniature_schnauzer,Australian_terrier,silky_terrier,2015-11-23 03:25:17+00:00,None
668633411083464705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Churlie,None,1788,3024,Pekinese,Shih-Tzu,Japanese_spaniel,2015-11-23 03:33:22+00:00,None
668655139528511488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Winifred,None,233,562,beagle,Italian_greyhound,basenji,2015-11-23 04:59:42+00:00,None
668779399630725120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Kevon,None,409,749,Chesapeake_Bay_retriever,Weimaraner,,2015-11-23 13:13:28+00:00,None
668815180734689280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,10,a,None,291,610,redbone,Italian_greyhound,miniature_pinscher,2015-11-23 15:35:39+00:00,None
668826086256599040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Banditt,None,150,467,malinois,Irish_terrier,Rhodesian_ridgeback,2015-11-23 16:18:59+00:00,None
668852170888998912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Bobb,None,184,479,golden_retriever,Tibetan_mastiff,kuvasz,2015-11-23 18:02:38+00:00,None
668892474547511297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Ruffles,None,164,422,kelpie,collie,Cardigan,2015-11-23 20:42:48+00:00,None
668902994700836864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Lambeau,None,107,338,Brittany_spaniel,Ibizan_hound,Blenheim_spaniel,2015-11-23 21:24:36+00:00,None
668932921458302977,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Herald,None,63,284,standard_poodle,Old_English_sheepdog,toy_poodle,2015-11-23 23:23:31+00:00,None
668955713004314625,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,a,None,77,300,cocker_spaniel,Lakeland_terrier,soft-coated_wheaten_terrier,2015-11-24 00:54:05+00:00,None
668975677807423489,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Jeremy,None,641,1386,basset,Welsh_springer_spaniel,Saint_Bernard,2015-11-24 02:13:25+00:00,None
668979806671884288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Chaz,None,382,842,golden_retriever,Irish_setter,redbone,2015-11-24 02:29:49+00:00,None
668986018524233728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Ruby,None,183,578,,Chihuahua,Norfolk_terrier,2015-11-24 02:54:30+00:00,None
668989615043424256,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3,10,Bernie,None,356,726,pug,,Chihuahua,2015-11-24 03:08:48+00:00,None
668994913074286592,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,10,None,None,254,468,,English_springer,French_bulldog,2015-11-24 03:29:51+00:00,None
669000397445533696,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Terrance,None,6965,22118,Pembroke,Cardigan,basenji,2015-11-24 03:51:38+00:00,None
669006782128353280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Tucker,None,269,610,Chihuahua,Italian_greyhound,,2015-11-24 04:17:01+00:00,None
669037058363662336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,336,698,Chihuahua,Pomeranian,chow,2015-11-24 06:17:19+00:00,None
669203728096960512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Samsom,None,522,1074,pug,French_bulldog,Chihuahua,2015-11-24 17:19:36+00:00,None
669216679721873412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Clarq,None,422,958,golden_retriever,Irish_setter,Saluki,2015-11-24 18:11:04+00:00,None
669327207240699904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13,10,None,None,127,610,golden_retriever,Labrador_retriever,kuvasz,2015-11-25 01:30:16+00:00,None
669328503091937280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Kirk,None,452,1081,Siberian_husky,Eskimo_dog,malamute,2015-11-25 01:35:25+00:00,None
669353438988365824,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Tessa,None,281,687,,Pembroke,chow,2015-11-25 03:14:30+00:00,None
669354382627049472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Dug,None,1390,2889,Chihuahua,French_bulldog,Pekinese,2015-11-25 03:18:15+00:00,None
669359674819481600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Saydee,None,134,390,Labrador_retriever,German_short-haired_pointer,Chesapeake_Bay_retriever,2015-11-25 03:39:17+00:00,None
669363888236994561,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,252,669,golden_retriever,Irish_setter,cocker_spaniel,2015-11-25 03:56:01+00:00,None
669367896104181761,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Chip,None,172,485,basset,beagle,Welsh_springer_spaniel,2015-11-25 04:11:57+00:00,None
669371483794317312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Oliviér,None,196,524,Brabancon_griffon,miniature_pinscher,redbone,2015-11-25 04:26:12+00:00,None
669375718304980992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6,10,Billl,None,792,1425,Airedale,Norfolk_terrier,Lakeland_terrier,2015-11-25 04:43:02+00:00,None
